Faz Parte do Meu Show;Cazuza
One More Try;George Michael
(I've Had) The Time Of My Life;Bill Medley & Jennifer Warnes
Piano In The Dark;Brenda Russell
Ideologia;Cazuza
Sweet Child O' Mine;Guns N' Roses
She's Like The Wind;Patrick Swayze & Wendy Fraser 
Mordida de Amor (Love Bites);Yahoo
Brasil;Gal Costa
Baby Can I Hold You;Tracy Chapman
Marvin (Patches);Titãs
Where Do Broken Hearts Go;Whitney Houston
Kissing A Fool;George Michael
Red Red Wine;UB40
I've Been In Love Before;Cutting Crew
Mais Uma Vez;Placa Luminosa
Tá Combinado;Maria Bethânia
Anything For You;Gloria Estefan & Miami Sound Machine
Odé e Adão;Luiz Caldas
Todo Sentimento;Verônica Sabino
Could've Been;Tiffany
Intuição;Oswaldo Montenegro
Manuel;Ed Motta
Preciso Dizer Que Te Amo;Marina
Need You Tonight;INXS
I Get Weak;Belinda Carlisle
Love Bites;Def Leppard
Man In The Mirror;Michael Jackson
Father Figure;George Michael
Don't Worry Be Happy;Bobby McFerrin
Never Gonna Give You Up;Rick Astley
Quase Um Segundo;Os Paralamas do Sucesso
What Have I Done To Deserve It?;Pet Shop Boys & Dusty Springfield
A Cura;Lulu Santos
Wishing Well;Terence Trent D'Arby
Pense, Dance;Barão Vermelho
Seasons Change;Exposé
Faith;George Michael
A Oitava Cor;Fundo de Quintal
Peão;Almir Sater
Paradise;Sade
Build;Housemartins
Girlfriend;Pebbles
Got My Mind Set On You;George Harrison
Rumo Certo;Sula Miranda
Amor Bandido;Joanna
Silent Morning;Noel
The Flame;Cheap Trick
Never Say Goodbye;Bon Jovi
O Beco;Os Paralamas do Sucesso
Espuma de Cerveja;Gian & Giovani
Get Outta My Dreams, Get Into My Car;Billy Ocean
Promises;Basia
That's What Love Is All About;Michael Bolton
Verdades e Mentiras;Maria Bethânia
Você em Minha Vida;Gian & Giovani
Pink Cadillac;Natalie Cole
Foolish Beat;Debbie Gibson
I Don't Want Go On With You Like That;Elton John
Breakout;Swing Out Sister
We'll Be Together;Sting
Lost In Emotion;Lisa Lisa & Cult Jam
1,2,3;Gloria Estefan & The Miami Sound Machine
A Sombra da Partida;Ritchie
Nothing's Gonna Change My Love For You;Glen Medeiros
Love Changes Everything;Climie Fisher
The Way You Make Me Feel;Michael Jackson
Devil Inside;INXS
Penso Nisso Amanhã;Nico Resende
Strangelove;Depeche Mode
Roll With It;Steve Winwood
I Don't Want To Live Without You;Foreigner
Vida Fácil;Cazuza
Together Forever;Rick Astley
Shattered Dreams;Johnny Hates Jazz
I Saw Him Standing There;Tiffany
Dirty Diana;Michael Jackson
Out Of The Blue;Debbie Gibson
Sonhos;Jane Doboc
Sugar Free;Wa Wa Nee
Lá Vem o Sol;Lulu Santos
Mary's Prayer;Danny Wilson
Just To See Her;Smokey Robinson
É;Gonzaguinha
Endless Summer Nights;Richard Marx
I Don't Wanna Live Without Your Love;Chicago
Never Tear Us Apart;INXS
Lessons In Love;Level 42
I Think We're Alone Now;Tiffany
Summertime;Rosa Maria & Tony Osanah
Luka;Suzanne Vega
Vamos Dançar;Ed Motta
Tico-Tico;Manhoso
Didn't We Almost Have It All;Whitney Houston
Unchain My Heart;Joe Cocker
Amante Anônimo;Gian & Giovani
Angel;Aerosmith
I'll Always Love You;Taylor Dayne
Lost In You;Rod Stewart
So Long;Eddy Benedict
