As Curvas da Estrada de Santos;Roberto Carlos
Aquele Abraço;Gilberto Gil
Hoje;Taiguara
Aquarius/Let The Sunshine In;5th Dimension
País Tropical;Wilson Simonal
Get Back;Beatles
Mustang Cor de Sangue;Marcos Valle
Sugar, Sugar;The Archies
I Started A Joke;Bee Gees
F... Comme Femme;Adamo
Que Pena;Gal Costa & Caetano Veloso
Charles, Anjo 45;Jorge Ben
Sentado à Beira do Caminho;Erasmo Carlos
Crimson And Clover;Tommy James & The Shondells
Sua Estupidez;Roberto Carlos
Traces;Classics IV
Tudo Passará;Nelson Ned
Proud Mary;Creedence Clearwater Revival
Casa de Bamba;Martinho da Vila
Eu Disse Adeus;Roberto Carlos
You've Made Me So Very Happy;Blood, Sweat & Tears
Green River;Creedence Clearwater Revival
Não Identificado;Gal Costa
Casaco Marrom;Evinha
Smile A Little Smile For Me;The Flying Machine
My Cherie Amour;Stevie Wonder
Those Were The Days;Mary Hopkin
Atrás do Trio Elétrico;Caetano Veloso
To Sir With Love;Lulu
Zingara;Bobby Solo
Socorro, Nosso Amor Está Morrendo;Wanderley Cardoso
Que Maravilha;Jorge Ben & Toquinho
The Ballad Of John And Yoko;Beatles
Honky Tonk Women;Rolling Stones
Love Is All;Malcolm Roberts 
Stella;Fabio
My Way;Frank Sinatra
Adeus Ingrata;Claudio Fontana
Tomorrow Tomorrow;Bee Gees
Get Together;Youngbloods
Good Morning Starshine;Oliver
O Pequeno Burguês;Martinho da Vila
As Flores do Jardim da Nossa Casa;Roberto Carlos
For Once In My Life;Stevie Wonder
Cantiga Por Luciana;Evinha
Love Theme From Romeo & Juliet;Henry Mancini
Je T'Aime (Moi Non Plus);Jane Birkin & Serge Gainsburg
Little Green Apples;O.C. Smith
O Conde;Jair Rodrigues
Mudando de Conversa;Doris Monteiro
Ob-La-Di Ob-La-Da;The Marmalade
Casatchok;Georges Jovin
I Say A Little Prayer;Aretha Franklin
Easy To Be Hard;Three Dog Night
Do-Re-Mi;Doris Monteiro
Pra Que Dinheiro;Martinho da Vila
Hold Me Tight;Johnny Nash
2001;Os Mutantes
I Heard It Through The Grapevine;Marvin Gaye
Irene;Caetano Veloso
Cadê Teresa;Os Originais do Samba
Sinal Fechado;Paulinho da Viola
Atlantis;Donovan
Trains And Boats And Planes;The Box Tops
Meia Volta (Ana Cristina);Wilson Simonal
Girl Watcher;O'Kaysions
In The Year 2525;Zager & Evans
Sentinela;Milton Nascimento
Levanta a Cabeça;Osvaldo Nunes
Onde Estão Aqueles Dias;Carmen Silva
Elenore;The Turtles
Cadê Teresa;Jorge Ben
Leva Meu Samba;Jair Rodrigues
Hey Jude;Beatles
Madalena;Elis Regina
Over You;Gary Puckett & The Union Gap
Zazueira;Herb Alpert & The Tijuana Brass
My Special Angel;The Vogues
These Eyes;The Guess Who
O Que Será Que As Outras Tem Que a Linda Não Tem?;Ary Toledo
Domingas;Jorge Ben
Magic Carpet Ride;Steppenwolf
A Festa dos Seus Quinze Anos;Leno
1, 2, 3, Red Light;1910 Fruitgum Company
Dizzy;Tommy Roe
Hair;The Cowsills
Soulful Strut;Young-Holt Unlimited
Se O Telefone Tocar;Vox Deorum
Build Me Up Buttercup;The Foundations
Time Of The Season;The Zombies
Turn Around, Look At Me;The Vogues
Chiclete Com Banana;Leila Silva
Minha Menina;Jorge Ben
Midnight Confessions;The Grass Roots
Eu Vou Sair Para Buscar Você;Agnaldo Timóteo
Touch Me;The Doors
What Does It Take;Junior Walker & The All Stars
Casinha Pequenina;Clara Nunes
Crystal Blue Persuasion;Tommy James & The Shondells
Chewy Chewy;Ohio Express
