(Everything I Do) I Do It For You;Bryan Adams
More Than Words;Extreme
É o Amor;Zezé Di Camargo & Luciano
Noite Preta;Vange Leonel
Rush Rush;Paula Abdul
Gonna Make You Sweat (Everybody Dance Now);C&C Music Factory
Emotions;Mariah Carey
Swing da Cor;Daniela Mercury
Beija Eu;Marisa Monte
I've Been Thinking About You;Londonbeat 
Get Here;Oleta Adams
W/Brasil (Chama o Síndico);Jorge Benjor
Sadeness Part 1;Enigma
Suga Suga;João Penca & Seus Miquinhos Amestrados
Where Does My Heart Beat Now;Celine Dion
Grand Hotel;Kid Abelha
The First Time;Surface
It Ain't Over 'Til It's Over;Lenny Kravitz
Paz na Cama;Leandro & Leonardo
I Don't Wanna Cry;Mariah Carey
All The Man That I Need;Whitney Houston
Cry For Help;Rick Astley
Wind Of Change;Scorpions
What's A Woman;Vaya Con Dios
I Wanna Sex You Up;Color Me Badd
Wicked Game;Chris Isaak
O Teatro dos Vampiros;Legião Urbana
Melô do Ricardão;M.C. Mr. Mu & Tião Macalé
Unforgettable;Natalie Cole & Nat King Cole 
Losing My Religion;R.E.M.
Codinome Beija-Flor;Luiz Melodia
Baby Baby;Amy Grant
Someday;Mariah Carey
Cartas;Roupa Nova
Good Vibrations;Marky Mark & The Funky Bunch
Não Vou Ficar;Kid Abelha
Olhos de Jade;Beto Guedes
A História do Sunda;M.C. Mr. Mu
Coming Out Of The Dark;Gloria Estefan
Felicidade Urgente;Elba Ramalho & Cládio Zoli
Unchained Melody;Righteous Brothers
Justify My Love;Madonna
Maria Chiquinha;Sandy & Junior
Acontecimentos;Marina
Set The Night To Music;Roberta Flack & Maxi Priest
Crazy;Seal
By My Side;INXS
I Adore Mi Amor;Color Me Badd
Don't Cry;Guns 'N Roses
Joyride;Roxette
Shiny Happy People;REM
Show Me The Way;Styx
Tom's Diner;DNA featuring Suzanne Vega
Something Got Me Started;Simply Red
Without You;Air Supply
Being Boring;Pet Shop Boys
3 AM Eternal;KLF
Cowboy do Asfalto;Chitãozinho & Xororó
Have You Seen Her;MC Hammer
Heal The Pain;George Michael
I'm Not In Love;Will To Power
Mal de Mim;Djavan
Sombra em Nosso Olhar;Selma Reis
Super-Herói;Roberto Carlos
Fading Like A Flower;Roxette
Começo, Meio e Fim;Roupa Nova
Unbelievable;EMF
You're In Love;Wilson Phillips
You Gotta Love Someone;Elton John
Não Aprendi a Dizer Adeus;Leandro & Leonardo
Seja Mais Você;Grupo Raça
Tendo a Lua;Os Paralamas do Sucesso
Brincar de Ser Feliz;Chitãozinho & Xororó
Everybody Plays The Fool;Aaron Neville
Unconditional Love;Suzanna Hoffs
Gypsy Woman;Crystal Waters
Set Adrift On Memory Bliss;PM Dawn
Boy (Why You Wanna Make Me Blue);Deborah Blando
Você Ainda Vai Voltar;Leandro & Leonardo
Eu Sei (Na Mira);Marisa Monte
Only Time Will Tell;Nelson
Love Is A Wonderful Thing;Michael Bolton
I Remember You;Skid Row
Touch Me (All Night Long);Cathy Dennis
Pense em Mim;Leandro & Leonardo
Right Here, Right Now;Jesus Jones
Here We Go;C+C Music Factory
Coração Vagabundo;Leila Pinheiro
Miles Away;Winger
Desejo de Amar;João Paulo & Daniel
A Better Life;Londonbeat
Faz de Conta;Edson Cordeiro
Cinema;Ice MC
Samba no Chão;Zeca Pagodinho
Everybody Everybody;Black Box
You Are Everything;Rod Stewart
Pensando em Minha Amada;Chitãozinho & Xororó
Cream;Prince & The N.P.G.
When A Man Loves A Woman;Michael Bolton
Strike It Up;Black Box
