Vision Of Love;Mariah Carey
Evidências;Chitãozinho & Xororó
Another Day In Paradise;Phil Collins
Prefixo de Verão;Bamdamel
Nothing Compares 2 U;Sinead O'Connor
Pense em Mim;Leandro & Leonardo
The Power;Snap!
Lambada;Kaoma
Pump Up The Jam;Technotronic featuring Felly
Vogue;Madonna
How Am I Supposed To Live Without You;Michael Bolton
It Must Have Been Love;Roxette
Hold On;Wilson Phillips
Aguenta Coração;José Augusto
Blaze Of Glory;Jon Bon Jovi
Oh L'Amour;Erasure
Naquela Estação;Adriana Calcanhoto
Luar do Sertão;Roberta Miranda
Quando o Sol Bater na Janela do Seu Quarto;Legião Urbana
Love Will Lead You Back;Taylor Dayne
Beijinho na Boca;Beto Barbosa
Black Velvet;Alannah Myles
Swing The Mood;Jive Bunny & The Mastermixers
Wish You Were Here;Bee Gees
Quatro Semanas de Amor;Luan & Vanessa
Era Um Garoto Que Como Eu Amava os Beatles e os Rolling Stones;Engenheiros do Hawaii
I'm Your Baby Tonight;Whitney Houston
Don't Know Much;Linda Ronstadt (featuring Aaron Neville)
Divinamente Nua, a Lua;Orlando Morais
Love Takes Time;Mariah Carey
All Around The World;Lisa Stansfield
Coração Pirata;Roupa Nova
Because I Love You (The Postman Song);Stevie B
Desculpe Mas Eu Vou Chorar;Leandro & Leonardo
Woman In Chains;Tears For Fears
Groove Is In The Heart;Deee-Lite
Roam;The B-52's
Close To You;Maxi Priest
Still Got The Blues;Gary Moore
Monte Castelo;Legião Urbana
Listen To Your Heart;Roxette
Meninos e Meninas;Legião Urbana
Everybody Everybody;Black Box
Hold On;En Vogue
Boys (Summertime Love);Sabrina
Lanterna dos Afogados;Os Paralamas do Sucesso
A Noite;Fernanda Abreu
Stay;Oingo Boingo
Do You Remember;Phil Collins
I'll Be Your Everything;Tommy Page
No More Boleros;Gerard Joling
Dançando Lambada;Kaoma
Sacrifice;Elton John
Midnight;Nikka Costa
Cinema;Ice MC
Advice For The Young At Heart;Tears For Fears
Come Back To Me;Janet Jackson
Forever;Kiss
I'm Gonna Miss You;Milli Vanilli
Into My Life;Colin Hay Band
All My Life;Linda Ronstadt
Lonely Is The Night;Air Supply
Feira de Acari;M.C. Batata
Oh Girl;Paul Young
Sending All My Love;Linear
Adocica;Beto Barbosa
A Little Respect;Erasure
All I Wanna Do Is Make Love To You;Heart
Chalana;Almir Sater
Get A Life;Soul II Soul
I Don't Wanna Lose You;Tina Turner
Pais e Filhos;Legião Urbana
Jane's Got A Gun;Aerosmith
Joguei Tudo Com Você;Adriana
Sobre o Tempo;Nenhum de Nós
Cruzando Raios;Orlando Morais
Lambe Lambe;Trio Los Angeles
U Can't Touch This;MC Hammer
Listen To Your Heart;Sonia
Um Violeiro Toca;Almir Sater
My Romance;Carly Simon
Não Diga Adeus;Fevers
Quem é Você;Sandra de Sá
Reason To Believe;Wilson Phillips
Me Abraça e Me Beija;Margareth Menezes
Rebel In Me;Jimmy Cliff
Sealed With A Kiss;Jason Donovan
Toda Pra Você (Here We Are);Gloria Estefan
Nem Dormindo Consigo Te Esquecer;Gian & Giovani
Não Acredito;Lulu Santos
You Got It;Roy Orbison
Entre Tapas e Beijos;Leandro & Leonardo
A Mais Bonita;Chico Buarque & Bebel Gilberto
Nuvem de Lágrimas;Fafá de Belém/Chitãozinho & Xororó
Não Aprendi a Dizer Não;Juliano Cesar
Sonho Encantado;Yahoo
Esse Tal de Repi En Roll;Roupa Nova & Commodores
Caçador de Corações;Gian & Giovani
Don't Look Back;Fine Young Cannibals
If Wishes Come True;Sweet Sensation
