Night Fever;Bee Gees
Outra Vez;Roberto Carlos
Força Estranha;Roberto Carlos
Sampa;Caetano Veloso
How Deep Is Your Love;Bee Gees
Don't Let Me Be Misunderstood;Santa Esmeralda
Dancin' Days;Frenéticas
MacArthur Park;Donna Summer
Não Existe Pecado ao Sul do Equador;Ney Matogrosso
Cálice;Milton Nascimento & Chico BUarque
Emotion;Samantha Sang
Perigosa;Frenéticas
Shadow Dancing;Andy Gibb
Stayin' Alive;Bee Gees
Folhetim;Gal Costa
We Are The Champions;Queen
A Noite Vai Chegar;Lady Zu
Café da Manhã;Roberto Carlos
Baby Come Back;Player
Grease;Frankie Valli
Os Amantes;Luiz Ayrão
You're The One That I Want;John Travolta & Olivia Newton-John
Just The Way You Are;Billy Joel
Todo Menino é Um Rei;Roberto Ribeiro
You're In My Heart;Rod Stewart
Get Off;Foxy
Three Times A Lady;Commodores
Float On;The Floaters
Macho Man;Village People
Bandeira do Divino;Ivan Lins
Gosto de Maçã;Wando 
We're All Alone;Rita Coolidge
Dance A Little Bit Closer;Charo & Salsoul Orchestra
The Closer I Get To You;Roberta Flack & Donny Hathaway
Boogie Oogie Oogie;A Taste Of Honey
Sandra Rosa Madalena "A Cigana"- Sidney Magal
Sufoco;Alcione
Baker Street;Gerry Rafferty
Hopelessly Devoted To You;Olivia Newton-John
Wuthering Heights;Kate Bush
Miss You;Rolling Stones
Automatic Lover;D.D. Jackson
Querelas do Brasil;Elis Regina
Shame;Evelyn "Champagne" King
No Woman No Cry;Bob Marley & The Wailers
Terra;Caetano Veloso
Flor Amorosa;Maria Martha
I Loved You;Freddy Cole
Quem Tem a Viola;Boca Livre
Amanhã;Guilherme Arantes
Black Coco;Painel de Controle
João e Maria;Nara Leão & Chico Buarque
De Fogo, Luz e Paixão;Marcelo & Gal Costa
Easy To Love;Leo Sayer
La Vie En Rose;Grace Jones
Dreamin';Liverpool Express
Fool (If You Think It's Over);Chris Rea
From East To West;Voyage
I'm Sagittarius;Roberta Kelly
Minha Esquina;Emílio Santiago
Maria Maria;Milton Nascimento
On And On;Stephen Bishop
Panorama Ecológico;Erasmo Carlos
Rivers Of Babylon;Boney M
You're Too Far Away;David Castle
Self Pity;Lucifer
Sossego;Tim Maia
You And I;Rick James
Scotch Machine;Voyage
Apesar de Você;Chico Buarque
Dancin' Days Medley;Harmony Cats
Everybody Dance;Chic
Face a Face;Simone
14 Anos;Guilherme Arantes
Follow You Follow Me;Genesis
Vou Festejar;Beth Carvalho
I Will Still Love You;Stone Bolt
It's A Heartache;Bonnie Tyler
You;Rita Coolidge
Count On Me;Jefferson Starship
Cavalo Bravo;Renato Teixeira
Foi Assim;Fafá de Belém
Goodbye Girl;David Gates
Pai;Fábio Jr
Keep Doin' It;Showdown
Keep On Jumpin';Musique
Kitchie Zona Sul;Ronaldo Resedá
Love For Sale;Boney M
Only The Strong Survive;Billy Paul
Salve o Verde;Quarteto em Cy
Sou Rebelde;Lilian
Themes From The Wizard Of Oz;Meco
The Loneliest Man On The Moon;David Castle
Amante Amado;Jorge Bem
You Make Me Feel (Mighty Real);Sylvester
A Chave do Mundo;Marina
Agora é Moda;Rita Lee
Eu e Meu Gato;Rita Lee
For Once In My Life;Freddy Cole
Hey Baby;Harmony Cats
