O Bêbado e a Equilibrista;Elis Regina 
Pai;Fábio Jr.
Too Much Heaven;Bee Gees
Le Freak;Chic
Super-Homem;A Canção;Gilberto Gil
I Will Survive;Gloria Gaynor
Y.M.C.A.;Village People
Tragedy;Bee Gees
Explode Coração (Não Dá Mais Pra Segurar);Maria Bethânia
Começar de Novo;Simone
Ring My Bell;Anita Ward
Vou Festejar;Beth Carvalho
Realce;Gilberto Gil
Stumblin' In;Suzi Quatro & Chris Norman
Reunited;Peaches & Herb
Revelação;Fagner
Lua de São Jorge;Caetano Veloso
Sultans Of Swing;Dire Straits
Descaminhos;Joanna
Bye Bye Brasil;Chico Buarque
Bad Girls;Donna Summer
Casinha Branca;Gilson
Sharing The Night Together;Dr. Hook
Amor, Meu Grande Amor;Angela Rô Rô
Na Paz do Seu Sorriso;Roberto Carlos
The Logical Song;Supretramp
What A Fool Believes;Doobie Brothers
Sonho Meu;Maria Bethânia & Gal Costa
Meu Drama (Senhora Tentação);Roberto Ribeiro
I Love The Nightlife (Disco Round);Alicia Bridges
Tô Voltando;Simone
Born To Be Alive;Patrick Hernandez
Até Parece Que Foi Sonho;Tim Maia & Fábio 
Medo de Avião;Belchior
You Needed Me;Anne Murray
Do You Think I'm Sexy?;Rod Stewart
Rua Ramalhete;Tavito
We Are Family;Sister Sledge
Rise;Herb Alpert
She Believes In Me;Kenny Rogers
Sob Medida;Fafá de Belém
My Sharona;The Knack
How You Gonna See Me Now;Alice Cooper
Lead Me On;Maxine Nightingale
Chiquitita;Abba
I Just Wanna Stop;Gino Vannelli
Mirrors;Sally Oldfield
Toda Menina Baiana;Gilberto Gil
Who's Lovin' You;Dobie Gray
Heart Of Glass;Blondie
Fique Um Pouco Mais;Rosana
Beleza Pura;A Cor do Som
(Our Love) Don't Throw It All Away;Andy Gibb
Chuva de Verão;Hermes Aquino
Força Estranha;Gal Costa
Acenda o Farol;Tim Maia
Good Times;Chic
Gostoso Veneno;Alcione
I Can Still Remember;Samantha Sang
I Want Your Love;Chic
Shake Your Groove Thing;Peaches & Herb
In The Navy;Village People
Lotta Love;Nicolette Larson
No More Tears (Enough Is Enough);Barbra Streisand & Donna Summer
My Life;Billy Joel
Still;Commodores
Paloma;Sunday
Morena de Angola;Clara Nunes
Emoções;Wando
Paris At 21;Peter Allen
I'd Rather Hurt Myself;Randy Brown
Que Me Venha Esse Homem;Fafá de Belém
Sob Medida;Simone
Third Melody;Steven Schlaks
Love Takes Time;Orleans
I Just Fall In Love Again;Anne Murray
I'll Never Love This Way Again;Dionne Warwick
Cuba;Gibson Brothers
Let's Fly Away;Voyage
Grilo na Cuca;Dudu França
Maria Fumaça;Kleiton & Kledir
Hot Stuff;Donna Summer
O Preto Que Satisfaz;Frenéticas
Álibi;Maria Bethânia
Brigas;Angela Maria & Agnaldo Timóteo
I Got My Mind Made Up;Instant Funk
Helena;Biafra
Don't Cry Out Loud;Melissa Manchester
Avohai;Zé Ramalho
Quem Me Levará Sou Eu;Dominguinhos
Pigeon Without A Dove;Patrick Dimon
Sad Eyes;Robert John
Ready To Take A Chance Again;Barry Manilow
Everytime I Think Of You;Babys
Mania de Você;Rita Lee
Frete;Renato Teixeira
I'm A Dancer;Dennis Parker
Belo Sentimento;Sonia Burnier
Knock On Wood;Amii Stewart
Love Don't Live Here Anymore;Rose Royce
