I Will Always Love You;Whitney Houston 
Que Se Chama Amor;Só Pra Contrariar
Dreamlover;Mariah Carey
Tô Legal;Grupo Raça
What's Up;4 Non Blondes
Lôraburra;Gabriel O Pensador
All That She Wants;Ace Of Base
Rhythm Is A Dancer;Snap!
Palavras (Words);Chitãozinho & Xororó with The Bee Gees
O Mais Belo dos Belos (A Verdade do Ilê);Daniela Mercury
Faz Mais Uma Vez Comigo;Zezé Di Camargo & Luciano
Ordinary World;Duran Duran
Olhos Vermelhos;Negritude Jr.
Easy;Faith No More
Fera Ferida;Maria Bethânia
Informer;Snow
Mexe Mexe;Leandro & Leonardo
A Whole New World (Aladdin's Theme);Peabo Bryson & Regina Belle
Whoomp! (There It Is);Tag Team
Angel;Jon Secada
Ai Que Saudade de Ocê;Fábio Jr.
Show Me Love;Robin S
Another Sad Love Song;Toni Braxton
A Barata;Só Pra Contrariar
Cose Della Vita;Eros Ramazzotti
More And More;Captain Hollywood Project
Amor Impossível;Raça Negra
Mentiras;Adriana Calcanhoto
O Cheiro Dela;João Paulo & Daniel
Domingo;Só Pra Contrariar
Can't Help Falling In Love;UB40 
Pensando em Minha Amada;Chitãozinho & Xororó
Caidinho;Fundo de Quintal
Rosa;Marisa Monte
No Ordinary Love;Sade
Carência;Raça Negra
That's The Way Love Goes;Janet Jackson
Have I Told You Lately;Rod Stewart
I Have Nothing;Whitney Houston
Tô Feliz (Matei o Presidente);Gabriel O Pensador
What Is Love;Haddaway
Em 92;Kid Abelha
Please Forgive Me;Bryan Adams
Sweat (A La La La La Song);Inner Circle
Champagne;Roberta Miranda
Deixa Viver;Leci Brandão
Meu Cabelo Duro é Assim;Chiclete com Banana
Bed Of Roses;Bon Jovi
Deus Apareça na Televisão;Kid Abelha
Parabólica;Engenheiros do Hawaii
Dark Is The Night;A-ha
Da Água Pro Vinho;Cezar & Paulinho
Eu Tive Um Sonho;Kid Abelha
Cryin';Aerosmith
Hey Mr. D.J.;Zhané
Perfeição;Legião Urbana
Freak Me;Silk
A Maçã;Deborah Blando
Dito e Feito;Roberto Carlos
Futuros Amantes;Chico Buarque
De Volta ao Começo;Roupa Nova
Do You Believe In Us;Jon Secada
Tanto;Skank
Linha do Equador;Djavan
Lately;Jodeci
I'm Gonna Be (500 Miles);Proclaimers
See The Light;Snap!
Simple Life;Elton John
Forever In Love;Kenny G
Vieste;Ivan Lins
Sangue Latino;Nenhum de Nós
Felicità;Lucio Dalla
Advice For The Young At Heart;Tears For Fears
Eu Quero Meu Amor;Elba Ramalho
Regret;New Order
A Vida é Festa;Banda Beijo
Lição de Astronomia;Herbert Vianna
Faz de Conta;Gian & Giovani
Agora ou Jamais;Tigres de Bengala
Ah, Se Eu Fosse Homem;Ultaje a Rigor
Caminhos Cruzados;Gal Costa
Bad Bad Boys;Midi, Maxi & Efti
Sai Dessa Coração;Gian & Giovani
Go West;Pet Shop Boys
Homem Que Sabia Demais;Skank
Sangue Latino;Renata Arruda
Gênese;Paulo Ricardo & RPM
Parabolicamará;Gilberto Gil
Será Que Sou Eu;Paulinho Moska
Ai Ai Ai Ai Ai;Ivan Lins
Submundo Vaticano;Lulu Santos
Toque de Emoção;Joanna
Só Pra Te Mostrar;Daniela Mercury & Herbert Vianna
Memória da Pele;João Bosco
Boom Shack-a-Lak;Apache Indian
Lamento;Zizi Possi
Noites com Sol;Flávio Venturini
Goodbye;Air Supply
Essa Tal Felicidade;Tim Maia
O Preço de Uma Vida;Selma Reis
